1000 50
zero	1.534	0.171	-0.843	-0.229	-2.546	2.089	0.441	1.421	1.449	4.158	-0.503	0.593	2.084	-1.311	-1.604	0.739	3.799	0.423	-1.944	0.157	-1.221	-4.541	-0.451	-2.557	-2.403	1.285	2.065	0.167	-0.697	2.670	1.989	-0.330	-1.883	2.266	0.453	4.509	1.524	-1.445	-0.290	0.265	-1.687	-2.215	-4.782	1.364	3.486	-2.568	-5.305	-1.666	2.609	-3.702
nine	2.489	-2.819	-1.586	0.514	-2.246	1.423	2.708	1.147	-0.152	3.773	0.540	1.309	1.889	-2.556	-0.684	-1.714	5.074	1.272	-0.466	-0.569	-0.971	-2.666	-1.509	-3.273	-2.274	4.100	-0.392	0.977	-2.578	0.283	3.552	-0.516	-0.917	0.245	-1.506	5.804	-0.044	-1.942	-1.562	-2.250	-2.555	-0.872	-2.079	1.198	4.523	-4.418	-5.422	-0.404	-0.187	-3.266
is	-1.113	1.964	4.654	0.352	1.219	-0.140	-2.102	-1.252	0.918	-0.993	-0.213	1.658	-0.819	-1.472	0.200	2.156	-1.736	-2.065	1.682	1.194	0.441	0.295	-0.157	0.779	1.265	-4.054	0.165	-0.625	-0.608	-0.046	-1.346	1.152	1.402	3.034	-3.341	-0.891	0.130	-1.633	0.023	3.349	-1.002	0.982	0.964	-3.224	-1.396	2.410	2.404	0.966	1.609	-2.117
two	0.352	-0.725	-1.185	-0.136	-2.014	1.965	-0.305	-0.399	1.574	3.518	-0.896	0.596	2.187	-0.968	-1.885	0.260	3.392	0.042	-1.027	0.594	-1.096	-3.564	-0.496	-1.858	-3.035	2.166	1.089	0.284	-1.124	0.585	2.576	-0.013	-1.725	2.240	-0.198	4.476	0.077	-1.534	-1.331	-0.938	-1.183	-2.268	-4.014	0.492	3.977	-3.041	-4.364	-1.319	2.071	-4.074
as	1.367	0.703	1.791	2.023	0.861	-1.502	-1.456	-2.944	0.359	0.206	0.023	1.708	0.148	-1.686	0.939	0.422	-0.325	-0.806	0.637	0.298	0.936	0.214	-0.851	1.381	1.594	-2.905	-0.126	-0.644	-1.773	1.356	-0.005	-0.180	2.750	0.388	-1.076	-1.484	-1.245	-0.221	0.647	2.429	1.122	-0.748	1.700	-2.927	0.016	0.900	4.310	0.276	-0.452	-0.616
for	1.256	1.244	1.574	0.913	-0.183	-0.109	-2.143	-1.545	0.790	-1.199	-0.222	1.118	-0.711	-0.340	0.968	0.598	-0.077	-1.600	0.157	-2.122	0.062	-1.682	-0.756	-0.644	-1.153	-0.267	0.844	-0.158	0.041	0.535	-0.743	0.522	2.164	0.666	-0.918	-3.879	0.027	1.507	0.247	0.854	-0.736	-3.192	1.262	-1.284	1.170	1.704	1.959	-1.530	0.159	-0.994
eight	0.290	-1.658	-2.801	0.365	-1.919	0.609	0.756	0.213	0.861	3.510	0.805	2.077	3.177	-2.518	-0.534	-0.760	4.620	0.996	-0.708	-1.504	-1.468	-1.272	-0.756	-2.267	-3.236	3.569	-0.417	-0.320	-1.382	-0.051	3.274	0.192	-0.829	0.870	-1.089	6.970	-0.217	-1.903	-1.392	-1.962	-1.781	0.060	-2.890	0.915	4.663	-3.328	-5.631	-1.227	0.884	-1.774
that	-1.431	2.378	3.283	-0.145	-0.323	-2.710	1.530	-1.390	2.694	-1.341	0.471	-0.423	0.561	0.121	-1.458	1.757	-1.158	0.362	3.693	-0.581	0.625	-0.442	-4.147	1.450	1.726	-2.806	1.772	1.508	0.526	0.771	-2.652	-0.032	0.280	-0.859	-0.538	-3.620	-2.004	1.414	-0.285	1.878	1.750	-1.379	0.661	-2.893	-1.053	1.835	5.883	-1.389	3.261	-1.655
was	-0.161	-2.700	-0.797	-0.076	2.565	-2.769	2.842	-1.064	2.717	0.936	2.741	3.514	-0.460	-4.509	-0.858	-0.985	4.284	2.291	1.666	-2.823	1.089	-1.068	-2.090	-1.043	0.420	-1.854	2.143	-1.695	-0.951	2.015	1.156	1.734	-0.193	-1.076	-2.648	0.392	-2.954	-0.030	0.352	1.542	0.184	-0.760	1.027	-0.486	0.650	0.507	1.833	-1.208	-0.433	-0.544
s	2.945	-1.805	1.025	1.202	0.260	-1.654	3.566	-0.494	0.922	1.261	0.833	1.223	-0.425	-1.708	-0.877	-0.366	3.492	-1.735	1.300	0.436	-1.126	-1.761	-1.249	-0.325	-0.713	-0.761	-0.838	-0.007	-1.189	-1.052	2.474	-0.761	0.968	-1.367	-1.903	1.467	-1.276	-0.081	-0.093	1.692	-1.320	-3.455	-0.673	0.682	1.972	-1.456	-1.775	-1.420	-0.266	-0.797
five	0.143	-1.093	-2.018	-0.117	-2.080	1.583	0.023	0.146	1.547	4.014	-0.287	1.798	2.634	-1.191	-1.316	0.313	3.860	0.674	-1.019	-0.480	-1.259	-1.909	-0.227	-2.506	-3.183	2.877	0.596	-0.535	-0.792	1.180	2.255	0.573	-1.993	1.880	0.086	5.948	0.482	-1.243	-0.596	-1.346	-1.336	-0.890	-4.095	0.249	4.477	-2.568	-5.323	-1.071	1.756	-3.056
three	0.142	-0.748	-1.629	0.593	-1.850	2.028	-0.238	-0.702	1.236	3.242	-0.627	1.627	2.803	-0.640	-1.803	0.020	3.880	0.184	-0.851	0.094	-1.426	-2.074	-0.544	-1.967	-3.106	2.142	0.681	-0.132	-0.983	0.594	2.326	0.542	-1.344	2.237	0.031	5.586	0.497	-1.434	-0.913	-1.775	-1.040	-1.126	-4.067	-0.115	4.338	-2.419	-4.897	-1.271	1.775	-2.962
by	-0.111	0.386	0.507	3.404	-1.772	-2.137	0.134	-3.182	3.709	2.008	1.495	1.901	0.577	-1.286	-0.983	-0.971	3.016	-0.283	-0.135	-0.826	1.746	-1.123	-1.929	0.271	0.610	-0.426	-0.241	-0.503	-2.108	1.892	2.369	0.622	0.712	-0.505	-1.361	-0.312	-2.388	0.042	-0.880	0.225	0.976	-0.781	-0.070	-0.965	0.713	-1.614	2.989	-1.020	0.400	0.463
four	0.144	-1.496	-2.007	0.342	-1.714	1.449	-0.069	-0.182	0.966	3.091	-0.437	1.706	2.818	-1.476	-1.619	-0.149	4.155	0.184	-0.743	-0.182	-1.464	-1.729	-0.302	-2.323	-3.178	2.583	0.533	-0.530	-1.082	0.624	2.381	0.413	-1.913	1.980	-0.174	5.844	0.633	-1.319	-1.212	-2.069	-1.534	-0.783	-3.752	0.256	4.527	-2.826	-4.684	-1.200	1.423	-2.970
six	0.318	-1.250	-2.158	0.404	-1.440	1.256	0.337	-0.153	1.208	3.444	-0.181	1.756	2.571	-1.497	-0.807	-0.386	4.117	1.057	-1.019	-0.880	-1.298	-1.210	-0.296	-2.267	-3.423	3.073	0.065	-0.344	-1.049	0.575	2.676	0.539	-1.443	1.705	-0.322	6.483	-0.215	-1.465	-1.051	-1.889	-1.146	-0.772	-3.121	0.606	4.809	-2.935	-5.355	-1.439	1.732	-2.742
with	2.005	0.479	0.222	0.480	-0.557	-1.150	-1.192	-2.241	1.959	-1.985	0.239	0.354	-1.086	1.623	0.929	-1.122	1.134	-1.044	-1.167	0.168	-0.236	-1.620	-1.853	0.991	0.059	-2.417	-0.872	-0.369	0.101	1.048	0.860	1.572	-0.147	-1.328	-0.740	-2.068	-1.526	-0.522	0.515	-0.156	0.034	-1.520	2.055	-2.263	1.347	-0.138	1.687	0.239	-0.123	-0.877
seven	0.978	-1.744	-2.530	0.386	-1.721	0.984	0.520	0.310	0.706	3.954	0.224	2.219	2.922	-1.702	-1.140	-0.582	4.368	0.787	-0.668	-1.393	-1.528	-0.757	-0.608	-2.407	-3.212	3.385	-0.152	0.179	-1.365	-0.004	3.141	0.001	-1.756	0.669	-0.817	6.631	-0.531	-1.685	-1.145	-1.849	-1.065	-0.186	-3.523	0.711	4.619	-3.227	-5.284	-0.826	0.710	-2.374
on	-0.125	-1.159	1.378	1.760	-0.475	-1.062	-1.244	1.054	4.461	0.258	-0.376	-0.617	-1.097	-1.095	-1.754	1.177	1.128	-0.004	-2.112	-1.068	0.641	-2.745	-1.010	1.454	0.087	-0.107	0.951	1.053	1.542	-1.292	0.802	1.956	-0.272	-0.552	-1.500	-1.421	-0.272	0.025	-0.032	-1.152	-0.626	-4.255	0.323	-0.680	0.936	-0.991	0.275	-1.155	0.614	-2.441
are	-1.361	3.452	2.306	-0.677	-3.371	-0.624	-6.321	-4.751	0.642	-1.091	-1.871	-0.580	-0.091	2.092	2.305	1.453	-2.664	-2.251	-2.049	1.731	-1.201	-0.941	-0.414	2.364	2.574	-3.911	1.576	-0.065	0.058	2.812	-1.540	0.291	2.141	1.074	0.602	-2.946	-0.457	0.405	0.505	1.677	1.055	-0.073	-0.341	-3.600	-0.772	1.749	4.156	-0.496	-0.931	-3.298
it	-1.372	2.420	3.067	-0.071	1.549	-1.260	1.957	0.229	1.940	-1.059	0.309	-0.046	0.548	-2.910	-0.101	0.424	-1.744	1.539	1.507	-1.515	0.150	-0.668	-2.830	0.622	2.744	-2.608	1.106	-0.932	1.587	0.422	-2.737	2.435	-0.601	1.473	-0.697	-2.748	-0.729	0.791	-0.188	2.003	1.292	0.654	1.585	-2.625	-1.807	2.627	4.615	-0.890	2.443	-1.940
from	0.025	-0.059	0.307	1.386	-0.914	-0.587	-1.026	-1.044	3.348	-0.394	1.135	0.477	0.122	-1.221	-1.763	1.109	0.487	-1.548	-2.638	-0.654	0.692	-0.601	-3.065	0.089	0.701	-1.919	-0.532	-0.758	2.286	1.421	0.087	0.996	-0.387	-1.075	0.733	-0.404	-1.372	-2.212	0.332	0.413	-1.719	-1.140	-0.524	-1.522	0.474	-0.141	0.456	-0.414	0.351	1.209
&NAME	-0.454	-0.766	-0.545	-2.331	0.144	2.262	-1.131	3.060	-0.158	-3.547	-2.628	-3.382	-2.432	2.629	3.750	2.705	0.633	3.193	-4.196	-2.562	3.380	0.597	-1.167	-0.206	-1.820	3.161	4.880	0.326	3.652	-4.174	-6.567	3.777	0.183	-1.757	-1.085	-4.192	-1.030	1.124	2.245	-1.120	-0.289	5.103	2.754	-2.465	-1.544	3.058	1.763	0.284	-0.858	-0.198
or	-0.853	2.394	1.751	-0.055	-1.489	0.778	-3.456	-3.859	1.922	-2.522	-0.754	1.755	-1.018	1.384	-1.128	1.904	-3.495	-0.852	1.271	1.438	0.500	1.620	0.683	1.899	0.967	-1.475	-0.889	1.444	-0.048	1.283	-2.279	0.515	1.926	1.520	0.980	-2.049	-0.715	-1.946	0.402	1.378	-1.888	-0.858	2.405	-1.897	-0.955	0.597	3.482	0.345	1.093	-0.052
be	-2.998	4.096	3.224	-0.088	-2.806	-1.460	-2.083	-1.698	2.894	-1.594	0.605	-1.150	-0.054	-1.446	-0.096	-2.342	-2.311	-0.564	2.818	-0.999	1.289	0.001	-2.490	1.112	0.250	-1.870	2.195	-1.445	2.201	2.334	-3.184	2.985	2.260	3.176	1.066	-4.535	-3.048	4.399	-0.463	2.470	3.188	2.367	1.945	-4.550	-1.686	1.478	7.130	-1.317	2.200	-3.246
this	-1.131	1.205	2.607	1.286	2.807	-2.355	1.059	-1.535	1.141	-1.887	0.332	0.374	0.823	-0.860	-1.173	1.683	-1.672	-1.398	0.454	-1.349	1.341	-1.574	-2.474	0.754	-0.082	-2.954	0.858	2.307	1.203	-0.294	-1.350	1.391	0.252	1.478	-0.588	-3.575	-0.812	1.618	-0.280	2.104	0.108	-0.788	1.917	-2.289	-0.405	1.951	4.520	-0.914	3.283	-1.278
an	0.245	0.483	3.380	2.346	1.347	-0.395	-0.096	-0.566	2.184	-1.146	1.139	1.482	-0.645	-0.707	-1.434	0.357	0.505	-0.899	1.306	-1.628	1.379	-0.870	0.143	0.272	-0.858	-1.544	-0.545	0.015	-1.508	0.199	0.133	0.428	0.164	0.625	-2.968	-0.665	-0.118	-0.410	-0.429	1.693	-1.728	-1.733	1.599	-1.010	-0.368	0.907	2.284	-0.563	1.860	-0.431
his	0.498	-3.386	-1.260	1.373	2.139	-4.344	5.271	-2.474	2.056	-0.039	2.564	1.234	-1.768	-0.984	-3.948	-1.339	3.788	1.317	1.699	-1.896	0.268	-0.004	-2.359	-0.989	-1.891	-0.423	-2.140	-0.057	0.132	-1.415	0.210	2.475	1.834	-6.767	-1.421	-1.505	-3.414	3.590	3.770	-0.359	1.395	-3.112	2.118	-0.860	2.247	3.962	1.597	-1.436	-1.334	1.439
at	-2.254	-0.651	0.525	0.830	0.490	-1.772	-1.026	1.294	2.964	-1.483	1.689	2.004	-2.457	-0.963	-2.126	0.644	2.664	1.477	-1.610	-0.564	0.025	-1.940	-2.367	-0.511	-0.795	-0.677	2.467	-0.370	3.469	0.232	-1.560	1.044	-1.800	0.235	-1.094	0.904	1.067	2.237	1.334	1.070	-0.398	-2.202	-0.444	-3.483	2.464	0.583	-2.066	-1.245	-1.228	-1.668
which	-0.859	1.521	2.432	2.218	0.413	-1.065	-1.111	-2.095	3.869	-0.539	0.780	0.860	1.358	-0.758	-1.434	0.552	0.766	-0.535	-1.320	-0.727	-0.234	-1.410	-2.915	1.679	1.727	-2.510	-0.254	1.296	-0.322	1.027	0.644	1.409	0.390	0.863	-0.708	-1.691	-0.979	-0.058	-1.541	0.882	0.788	-0.695	1.484	-1.749	-0.261	2.136	4.287	-0.325	1.111	-0.112
he	-1.444	-1.549	-0.803	1.325	0.860	-2.806	5.132	-0.752	2.213	-0.728	3.103	0.213	-0.738	-3.373	-3.327	-1.900	4.038	4.640	2.341	-1.919	0.803	0.192	-3.487	-1.965	-0.045	1.541	-0.176	-1.625	1.034	0.040	-1.718	1.362	-0.174	-4.994	-2.392	-0.067	-2.998	4.321	2.293	-1.002	3.176	-1.098	1.226	-4.331	1.077	4.637	3.901	-0.886	-1.294	0.152
not	-2.786	2.788	1.363	-2.476	0.712	-1.280	0.338	-2.472	1.069	-2.603	0.727	-1.412	1.197	-0.785	1.126	0.867	-3.925	0.132	4.206	-1.045	-1.077	1.605	-3.304	1.821	2.425	0.472	1.821	-0.045	-0.355	1.764	-3.551	1.081	0.860	1.404	0.839	-3.605	-2.522	1.382	0.423	2.116	0.980	-0.928	1.242	-3.277	-0.619	2.062	5.970	-1.823	2.639	-3.534
have	-0.066	2.599	2.535	-2.718	-2.071	-2.555	-1.597	-2.774	0.385	-0.406	0.537	-0.905	-1.016	0.581	1.628	-0.004	-0.183	-0.677	-0.687	-1.251	-0.348	-0.379	-3.750	0.599	2.773	-2.278	2.806	-0.204	1.862	4.058	-2.524	-0.812	1.072	-0.917	1.707	-5.565	-2.552	2.778	2.302	1.838	1.835	0.675	0.092	-2.586	-0.271	1.464	5.599	-0.735	1.135	-3.467
,	-0.204	0.159	0.175	-3.226	-1.029	2.298	-1.189	3.181	-2.374	-4.559	-3.043	-1.779	-1.750	3.638	3.455	3.511	-2.125	2.834	-2.211	-2.475	2.743	0.307	-3.313	0.988	-0.712	1.837	5.071	2.557	6.329	-2.064	-6.758	4.219	-1.035	-1.876	-1.387	-5.847	-0.118	1.783	3.644	-1.755	-1.018	3.531	2.915	-2.255	-1.697	3.723	3.094	-0.279	-0.863	-0.531
also	1.255	1.042	2.787	1.858	0.228	-0.699	-1.610	-2.789	-0.274	0.957	-0.107	1.010	-0.016	-0.722	0.989	-0.148	-0.592	-2.321	-1.926	0.348	0.559	-1.345	-0.519	-0.037	1.264	-0.629	-1.076	-0.451	-0.445	0.688	-0.263	-0.393	1.823	-0.030	-0.722	-0.773	0.495	-0.549	-1.137	1.190	-0.657	-1.390	-0.473	-1.864	0.668	0.642	2.983	1.092	0.300	-0.675
.	0.380	-0.643	0.534	-4.683	0.153	1.412	0.471	4.695	-1.665	-5.313	-3.339	0.340	-1.713	2.459	2.961	3.362	-2.335	1.683	-1.731	-4.259	1.826	-0.261	-2.211	1.209	-0.691	1.727	6.905	3.000	7.696	-1.986	-6.576	5.542	-0.379	-0.965	-2.383	-7.168	-0.998	2.456	3.053	-1.733	-1.807	2.415	1.829	-1.691	-1.784	5.161	3.901	-1.011	-0.057	-0.705
were	0.287	-0.713	-2.640	-0.058	-2.989	-3.380	-1.671	-4.804	2.349	0.850	1.664	1.521	0.551	-1.105	0.345	-0.936	2.541	0.990	-1.539	-1.609	-1.092	-1.275	-1.895	0.808	2.195	-3.845	2.892	-0.991	-0.240	5.974	1.628	1.258	-0.134	-1.827	2.253	-1.732	-2.803	1.713	-0.305	0.158	1.385	-1.581	-0.930	-1.358	0.034	-0.740	3.555	-2.936	-2.015	-0.227
has	2.422	1.792	3.668	-1.458	1.556	-1.470	0.395	-0.934	1.600	0.654	1.922	0.898	-1.043	-1.989	0.357	2.045	1.100	-1.868	-0.650	-0.370	0.037	-2.938	-2.563	-0.774	3.673	-3.493	1.571	-0.011	-1.585	3.019	0.011	-1.833	0.541	0.344	-2.461	-3.252	-1.010	-0.437	1.439	3.216	-0.761	0.093	0.838	-0.122	-0.408	1.699	3.376	-0.287	1.214	-3.497
but	-1.122	1.010	0.585	-1.429	1.052	-1.729	0.785	-2.340	1.655	-1.292	1.126	-0.080	0.156	-0.880	0.976	0.636	-1.334	1.317	1.854	-1.242	-1.453	-0.088	-2.688	0.259	2.141	-2.834	0.977	-1.061	0.697	2.609	-1.345	1.845	-1.116	0.028	-0.113	-2.433	-2.327	0.336	1.666	1.093	1.883	-0.149	2.075	-1.888	-0.743	1.722	3.853	-1.881	0.667	-2.421
other	0.295	2.158	0.535	0.957	-2.782	-1.659	-4.106	-4.446	0.049	-1.078	-1.331	-1.361	0.432	2.243	0.837	1.320	-1.894	-2.716	-3.043	1.449	-0.987	-0.003	-0.651	1.750	2.643	-2.423	-1.530	0.660	-0.294	1.220	-0.607	-1.194	1.852	-0.497	1.549	-3.747	-0.144	0.986	-1.057	0.996	-0.153	-2.862	0.045	-1.402	2.229	0.849	3.375	-0.129	0.924	-0.414
their	1.918	0.156	-2.065	0.618	0.114	-1.507	-0.597	-3.604	3.743	-2.485	-0.188	-0.948	-1.301	2.834	-1.016	0.601	-2.523	-0.234	-1.183	-0.051	-2.092	-0.788	-3.937	1.447	0.771	-2.500	-1.167	1.419	-0.304	3.535	-1.442	0.740	1.112	-4.549	1.518	-4.416	-2.639	1.148	-1.147	2.032	-0.123	-5.547	0.100	-0.905	0.908	1.468	4.027	-2.390	-0.817	0.811
all	0.352	1.878	0.204	0.093	-2.350	0.811	-2.633	-2.305	0.443	-2.018	-0.776	-0.564	0.640	1.059	-0.131	1.207	-0.888	-0.788	-0.343	-0.278	-2.091	-0.101	-3.641	1.491	1.110	-1.898	2.015	1.262	0.584	0.356	-2.699	2.378	0.382	-0.035	1.038	-3.391	-1.410	2.645	-0.697	0.041	-0.122	-1.728	-1.010	-2.368	1.581	2.177	3.049	-0.537	0.156	-2.571
some	-0.786	1.729	1.757	-0.247	-0.969	-3.557	-1.702	-4.550	-0.194	-0.239	0.141	-0.686	0.443	1.347	1.200	2.271	-2.235	-1.620	-1.459	-0.015	0.001	-0.837	-1.808	2.002	3.010	-2.374	0.489	1.625	0.663	2.696	-1.765	-1.139	1.542	-1.253	1.362	-3.993	-0.375	1.440	1.259	2.398	0.368	-2.213	0.319	-2.150	0.279	0.849	4.431	-1.128	1.383	-0.998
its	2.819	0.050	1.413	1.311	3.318	-1.198	-0.371	0.110	4.017	-0.755	2.419	0.385	0.806	-0.756	-1.326	1.869	1.722	-3.434	-1.024	-0.536	-1.987	-3.233	-2.673	0.895	2.131	-3.729	-1.442	0.505	-1.088	1.703	0.131	0.793	0.406	0.761	-1.963	-2.742	-0.482	-1.245	-2.261	3.783	-0.915	-1.057	1.480	0.915	0.495	1.641	1.636	-1.413	1.348	-0.290
they	-1.011	2.163	-1.426	-0.025	-0.360	-1.134	0.044	-3.615	2.334	-2.821	-1.069	-0.811	0.945	0.743	-0.714	0.746	-3.525	4.256	1.014	-0.378	-0.918	-0.775	-4.499	1.892	3.654	-1.964	1.389	0.816	1.596	3.074	-2.717	0.467	-0.849	-2.427	2.519	-2.534	-2.102	0.730	-0.228	1.065	2.261	-2.557	-0.374	-2.909	-1.920	2.078	5.873	-1.555	-1.055	-0.574
had	0.670	-1.487	-2.350	-2.381	0.773	-3.403	2.802	-1.791	1.833	-0.616	2.356	2.484	-1.688	-1.541	-0.858	-0.166	4.474	3.196	1.868	-2.955	-0.059	-0.256	-3.910	-0.815	1.623	-2.318	2.553	-1.581	0.538	3.720	0.099	0.195	-1.253	-3.625	-0.221	-2.064	-4.437	0.689	2.611	0.488	1.191	-1.433	0.442	0.007	0.050	0.148	2.932	-1.815	-1.231	-1.245
first	0.382	-1.492	0.493	1.334	1.791	0.245	0.409	-1.845	1.499	0.241	-0.652	2.684	0.931	-4.078	-2.599	-0.028	3.485	1.621	-1.270	-3.938	0.906	-0.865	-3.614	-1.374	-0.969	-1.450	1.250	0.524	-0.773	-1.367	1.885	0.077	0.220	0.636	-2.510	1.655	-0.779	1.351	-1.406	0.572	-0.478	-2.520	0.007	-1.140	3.621	-0.506	-0.048	-0.507	0.649	-0.737
can	-2.539	6.613	3.307	0.989	1.002	1.141	-1.385	-4.351	0.151	-4.366	-1.087	1.891	0.937	4.386	-2.362	3.840	-5.751	3.072	0.576	0.310	2.776	-0.763	-1.180	2.141	1.534	-2.325	1.132	2.884	2.320	-0.072	-3.538	2.811	1.601	0.880	-0.671	-3.253	1.779	-4.445	0.514	1.041	-1.686	-1.448	-0.542	-1.001	-2.794	1.462	5.267	-0.975	0.126	-1.945
more	1.511	2.134	2.220	0.050	-1.457	-0.414	0.138	-1.485	0.344	-0.532	0.710	0.075	0.902	1.919	1.739	2.399	-4.696	0.273	-1.615	-1.087	-2.105	-2.127	0.403	0.976	0.322	-5.669	1.535	-1.959	1.084	1.947	0.753	-0.103	-0.153	-0.203	0.494	-3.522	1.678	1.787	2.238	2.592	3.979	-0.871	2.511	-2.239	-0.046	2.049	2.135	-2.641	2.318	-1.240
been	0.909	0.943	1.651	-3.502	0.882	-3.981	0.356	-2.135	0.008	1.604	1.458	0.753	-0.160	-2.593	-0.998	1.079	2.124	-0.145	-0.011	-1.617	1.675	-2.024	-2.159	0.043	4.541	-2.808	3.394	-0.372	-0.284	4.091	0.059	-2.077	0.235	-0.819	-0.005	-3.443	-2.565	2.067	2.239	2.143	1.064	0.755	-0.362	1.248	-2.181	1.687	4.923	-0.637	0.637	-2.724
most	0.593	-0.241	1.302	0.531	-1.115	-2.245	-2.216	-3.219	-1.082	2.415	0.145	0.758	-0.784	-1.094	1.678	1.178	-0.858	-2.705	-3.087	-1.515	-2.866	-1.110	-0.335	0.683	2.714	-5.225	0.798	-1.644	-2.703	2.640	0.085	0.148	3.190	0.013	-1.242	-2.666	0.816	1.787	0.902	4.018	1.722	0.575	-0.321	-2.034	1.514	0.692	2.406	-0.280	-0.477	-1.924
you	0.931	2.561	-0.018	-1.524	0.916	4.391	3.352	1.080	-6.096	-4.245	-4.496	-1.295	-1.025	0.454	-0.206	2.096	-4.725	4.525	1.051	-1.648	-0.117	2.332	-3.289	1.910	-0.851	5.120	2.952	1.817	7.133	-5.441	-7.670	3.590	-1.649	-0.411	1.694	-4.808	0.023	2.926	3.358	-1.237	0.277	0.008	-0.250	-1.535	-2.980	3.227	3.279	0.662	0.289	-0.989
